cell id,"""apical"" branch points","""apical"" height","""apical"" log1p number of outer bifurcations","""apical"" mean bifurcation distance","""apical"" robust height","""apical"" robust width","""apical"" std bifurcation distance","""apical"" total length","""apical"" width",EMD axon dendrite,Log1p fraction of axon above dendrite,Log1p fraction of axon below dendrite,Log1p fraction of dendrite above axon,axon above soma,axon bifurcation standard deviation,axon branch points,axon first bifurcation moment,axon height,axon log min tortuosity,axon max Euclidean dist,axon max branch order,axon max path distance to soma,axon max segment length,axon mean neurite radius,axon min branch angle,axon robust height,axon robust width,axon tips,axon total length,axon width,axon x-bias,axon z-bias,dendrite above soma,dendrite bifurcation standard deviation,dendrite branch points,dendrite first bifurcation moment,dendrite height,dendrite log max tortuosity,dendrite log median tortuosity,dendrite log min tortuosity,dendrite max Euclidean dist,dendrite max branch order,dendrite max path distance to soma,dendrite max segment length,dendrite mean neurite radius,dendrite median path angle,dendrite min branch angle,dendrite robust height,dendrite robust width,dendrite tips,dendrite total length,dendrite width,dendrite x-bias,dendrite z-bias,mean initial segment radius,normalized depth,soma radius,stems,stems exiting down,stems exiting to the sides,stems exiting up,normalized layer,cell class
20190725_sample_5,9,278.69,1.386294361,0.109215404,258.80175,296.24725,0.081733164,1896.348746,314.91,,,,,,,,,,,,,,,,,,,,,,,,,37.92996237,14,-3.332142857,342.06,0.784000601,,0.036482246,345.6875296,6,480.9486992,228.2511179,0.428103448,13.94668025,21.25982234,280.269,541.771,16,2954.47819,599.2,48.94,45.64,,0.930647169,9.901457278,3,0,0.666666667,0.333333333,6,exc
20190328_sample_4,14,347.87,0,0.165819067,222.503,172.1,0.110361278,1716.088744,202.55,,,,,,,,,,,,,,,,,,,,,,,,,50.4161977,27,39.43851852,408.59,1.099622347,,0.051367638,356.7469687,8,450.0722415,238.0763807,0.336610169,20.79008242,12.00676341,317.14,184.57,33,3150.920216,219.67,17.75,287.15,,0.813501144,19.38059555,7,0.285714286,0.714285714,0,6,exc
20180313_sample_7,37,383.5,2.48490665,0.006234685,326.11625,167.40875,0.235443725,3367.01119,197.12,,,,,,,,,,,,,,,,,,,,,,,,,77.00408631,39,-0.272051282,383.5,1.040607466,,0.054456448,200.0819037,11,311.3563136,151.0276533,0.157692308,23.45341575,10.94838401,316.1075,149.063,40,3590.217479,197.12,11.86,-6.04,,0.151687369,7.80748591,2,0,0.5,0.5,3-Feb,exc
20200225_sample_2,9,566.95,0.693147181,0.112338864,540.0175,222.75275,0.204043267,1899.879153,228.79,,,,,,,,,,,,,,,,,,,,,,,,,97.53409735,20,33.772,616.28,0.825254355,,0.03825433,560.382611,6,706.3102638,535.0730427,0.421630435,17.97792552,17.52774185,540.93925,207.296,27,3988.203867,303.76,36.44,451.82,,0.444904781,10.27087662,8,0.25,0.625,0.125,5,exc
20180926_sample_9,31,356.49,3.091042453,0.345255799,310.686,286.45,0.151074981,3898.93364,353.67,,,,,,,,,,,,,,,,,,,,,,,,,102.9612844,63,83.78380952,426.69,0.907498476,,0.03163,345.0810208,14,432.785804,153.2612431,0.396964286,16.62276903,6.90213375,367.71,248.862,78,7984.781226,353.67,3.73,206.47,,0.195896538,37.72586342,12,0.333333333,0.583333333,0.083333333,3-Feb,exc
20190409_sample_11,15,218.24,1.609437912,0.204845513,202.4495,208.67,0.124499171,2403.83361,240.35,,,,,,,,,,,,,,,,,,,,,,,,,51.501985,22,45.22954545,326.89,0.812774104,,0.080897331,208.1553307,11,369.8949638,207.9705859,0.503942308,15.95575575,12.94919604,268.91525,180.177,31,4195.102092,240.35,4.91,68.05,,0.808910665,9.287872208,8,0.25,0.375,0.375,6,exc
20180509_sample_1,18,260.32,2.63905733,0.296070747,220.14725,246.26075,0.108771436,2357.135887,268.47,,,,,,,,,,,,,,,,,,,,,,,,,93.79531482,35,67.11742857,415.9,1.518196207,,0.086164547,283.3995475,8,440.080072,222.2685352,0.21538961,22.36282515,24.6821844,352.845,269.08125,43,5854.941034,342.03,15.87,105.52,,0.197263277,10.19189395,8,0.125,0.625,0.25,3-Feb,exc
20190417_sample_3,12,408.37,1.609437912,0.163912029,364.08875,346.69375,0.106414397,2668.65673,401.8,,,,,,,,,,,,,,,,,,,,,,,,,83.60755081,15,-84.79733333,429.34,3.176620017,,0.032239974,404.1198719,9,670.8217265,330.6631859,0.47375,14.45700788,43.6685923,379.053,325.7985,18,3436.885233,401.8,199.42,-277.14,,0.600487595,8.012167039,3,0.333333333,0.333333333,0.333333333,5,exc
20180102_sample_3,20,514.75,1.386294361,0.214787694,481.3735,220.7225,0.180798526,2787.980664,258.59,,,,,,,,,,,,,,,,,,,,,,,,,114.187041,34,65.63794118,630.77,1.391087493,,0,497.328519,18,628.437085,229.6132205,0.290405405,21.79422862,6.127790758,547.594,220.851,41,5108.300118,303.55,51.85,344.25,,0.543987231,10.68342446,7,0.142857143,0.428571429,0.428571429,5,exc
20190604_sample_12,12,428.57,1.386294361,0.247005475,411.08875,271.765,0.185038442,2086.137561,313.59,,,,,,,,,,,,,,,,,,,,,,,,,108.8355191,19,79.17842105,542.88,0.625265009,,0.030036577,432.7819486,10,544.5169177,193.8832071,0.45047619,12.22754495,22.01884481,482.15775,252.77025,24,3700.466555,372.95,9.21,290.92,,0.73772413,10.43966661,6,0.166666667,0.666666667,0.166666667,6,exc
20171204_sample_4,20,696.13,0.693147181,0.195980596,621.74275,281.32425,0.176399406,2798.043666,368.25,,,,,,,,,,,,,,,,,,,,,,,,,133.7407398,28,99.925,773.34,0.562422592,,0.062781555,636.6180221,15,765.7421487,342.313896,0.396065574,21.66092186,12.3765055,643.449,293.9935,34,4420.988992,382.64,35.04,480.56,,0.481985605,8.74649986,7,0.285714286,0.571428571,0.142857143,5,exc
20191114_sample_2,9,321.57,0.693147181,0.203326975,250.4435,211.16825,0.081464634,1821.15589,269.94,,,,,,,,,,,,,,,,,,,,,,,,,64.20500986,15,67.41866667,437.58,0.76784005,,0.007282695,400.2396849,8,616.757577,340.1249931,0.332857143,11.99290613,5.499939713,327.14,235.104,21,3222.169944,288.27,74.11,205.56,,0.977688132,7.817522154,7,0.285714286,0.428571429,0.285714286,6,exc
20180225_sample_4,15,691.58,0.693147181,0.054244366,657.0615,170.9055,0.140821139,2995.689687,205.3,,,,,,,,,,,,,,,,,,,,,,,,,85.60666944,25,34.6672,691.58,1.171766027,,0.10241078,519.7221613,7,699.7789655,395.6701594,0.282407407,21.28771738,2.979765398,560.6515,244.7845,30,4771.066555,311.97,77.59,331.16,,0.395701779,7.141222926,6,0.166666667,0.666666667,0.166666667,5,exc
20180329_sample_1,16,509.19,1.098612289,0.181096433,489.65125,243.4975,0.164209097,2648.508742,302.14,,,,,,,,,,,,,,,,,,,,,,,,,114.8705419,30,67.51733333,659.02,0.697145857,,0.03581653,526.0980071,10,764.2445642,203.2603318,0.589710145,11.55959634,5.476000092,558.5465,226.482,40,4776.786941,375.02,43.12,359.36,,0.360415031,9.037877345,8,0.125,0.5,0.375,5,exc
20190222_sample_2,14,434.67,1.386294361,0.192437321,411.07125,141.6795,0.191669013,1895.092888,149.29,,,,,,,,,,,,,,,,,,,,,,,,,112.869225,21,74.28736842,520.64,1.229042096,,0,436.0606211,15,579.6761336,204.0267259,0.634767442,12.8916067,9.659768436,441.7805,126.35375,25,2608.427203,159.66,2,348.7,,0.760156282,8.311385317,4,0.25,0,0.75,6,exc
20190122_sample_6,20,126.45,1.945910149,0.142369923,120.25175,297.6795,0.147292872,2276.785822,352.51,,,,,,,,,,,,,,,,,,,,,,,,,26.15689291,36,35.70416667,206.6,0.884057789,,0.05261901,210.2144184,9,342.2957274,184.6198806,0.683101266,12.82568797,14.00547439,150.72325,276.72225,44,4232.003257,352.51,16.81,46.14,,0.105807035,7.265678418,7,0.142857143,0.714285714,0.142857143,3-Feb,exc
20180208_sample_5,19,656.14,0.693147181,0.128422605,367.35,221.8,0.121866307,2837.656101,283.78,,,,,,,,,,,,,,,,,,,,,,,,,79.26862543,42,20.19571429,770.47,2.217342934,,0.031925189,535.3617815,11,641.9638018,291.0060442,0.188055556,23.40698706,6.81719333,509.61875,214.69,49,5786.604324,347.4,87.64,284.51,,0.547276557,12.01729772,7,0.142857143,0.571428571,0.285714286,5,exc
20190204_sample_2,17,635.85,1.609437912,0.219268944,570.42625,135.1025,0.214426563,2266.371685,144.08,,,,,,,,,,,,,,,,,,,,,,,,,171.2658346,29,106.4772414,680.74,0.84892908,,0.039256489,638.2642841,16,894.2748349,416.917275,0.249558824,20.61278327,25.13943537,590.0075,123.1385,40,3757.111788,178.38,4.34,540.84,,0.683539985,33.12388266,12,0.166666667,0.5,0.333333333,5,exc
20180110_sample_8,22,749.26,1.098612289,0.148629599,650.131,296.28875,0.133307784,5226.584933,356.23,,,,,,,,,,,,,,,,,,,,,,,,,133.1602254,45,67.63911111,807.16,1.505210878,,0.000283571,648.688072,19,1067.0818,327.5528927,0.192107843,21.67737554,18.95095504,679.8485,296.282,58,9319.840985,395.74,17.84,461.36,,0.474196734,8.100398377,11,0.181818182,0.545454545,0.272727273,5,exc
20180712_sample_13,17,187.9,2.079441542,0.110381344,173.2175,365.7075,0.141397549,2316.356217,393.06,,,,,,,,,,,,,,,,,,,,,,,,,49.79143797,43,35.09302326,290.99,0.76055353,,0.060668985,299.3469502,10,452.9866118,321.123582,0.710208333,21.39570061,19.71176306,231.289,348.57025,54,6253.381947,452.85,63.35,79.49,,0.107381033,14.50568432,11,0.181818182,0.545454545,0.272727273,3-Feb,exc
20180410_sample_3,20,354.92,2.708050201,0.325877948,325.722,313.981,0.149582564,2755.617967,374.34,,,,,,,,,,,,,,,,,,,,,,,,,104.2813341,23,170.9986957,354.99,0.446082632,,0.019993138,377.3555811,10,503.1299795,184.7006025,0.369693878,11.56663411,9.774020321,318.415,275.635,27,3059.13602,374.34,36.24,319.87,,0.211341792,9.753687232,4,0.25,0.75,0,3-Feb,exc
20190719_sample_6,10,703,0,0.13175945,509.1445,230.11675,0.091812718,3186.284805,284.92,,,,,,,,,,,,,,,,,,,,,,,,,91.30033345,19,55.28578947,833.84,1.265390197,,0.039526913,708.8392208,8,946.4625099,500.2837955,0.788829787,8.68122712,20.27458143,626.9565,271.98125,29,5536.615357,398.13,38.49,572.16,,0.762039213,11.19171464,7,0.285714286,0.285714286,0.428571429,6,exc
20180118_sample_1,28,848.13,1.098612289,0.114713753,796.131,258.9235,0.13201614,6385.719696,349.19,,,,,,,,,,,,,,,,,,,,,,,,,114.2731032,55,48.99236364,888.27,1.112634764,,0,711.1785734,18,975.5216693,455.567374,0.245512821,22.79051657,12.51579079,783.64,255.33,63,10718.21696,375.71,39.73,515.33,,0.441571959,10.17346718,7,0.142857143,0.714285714,0.142857143,5,exc
20190320_sample_5,5,201.8,1.791759469,0.21219357,192.572,69.334,0.044871082,967.0352933,73.03,,,,,,,,,,,,,,,,,,,,,,,,,65.86043278,12,51.74333333,264.03,1.115757126,,0.012845534,218.5301547,5,349.6147352,179.9547585,0.628833333,11.71072919,7.682454148,222.00325,174.948,19,1847.577089,212.14,14.36,139.57,,0.813483476,8.469055826,7,0.142857143,0.714285714,0.142857143,6,exc
20190409_sample_9,21,245.35,1.791759469,0.14235428,149.4685,137.005,0.095319942,1694.445381,166.61,,,,,,,,,,,,,,,,,,,,,,,,,39.55686233,31,26.63193548,264.43,1.210242773,,0.051361267,174.4143326,12,254.738743,178.8861312,0.210294118,20.13343768,17.78263463,196.81625,127.33625,38,2985.391582,177.18,3.66,66.69,,0.784035413,10.26377838,7,0.142857143,0.571428571,0.285714286,6,exc
20180329_sample_6,15,627.75,0.693147181,0.174491437,622.51875,298.28175,0.15646713,3296.388861,344.96,,,,,,,,,,,,,,,,,,,,,,,,,123.1739452,25,61.4536,845.87,0.64769077,,0.040063613,634.622248,11,726.8863452,312.0244036,0.536315789,12.00618956,8.344858069,719.193,314.548,33,6408.674693,456.53,34.51,391.73,,0.47929849,10.2196751,9,0.111111111,0.666666667,0.222222222,5,exc
20190423_sample_5,5,99.78,1.098612289,0.296270757,91.6455,365.948,0.192520755,721.0485433,392.92,,,,,,,,,,,,,,,,,,,,,,,,,27.40757656,7,22.25571429,289.98,0.520320599,,0.067652635,405.5686963,6,506.9974374,331.2498368,0.533125,12.58610495,47.6777839,242.113,479.778,10,1444.508389,562.84,223,-90.42,,0.902884796,8.504447174,4,0.25,0.5,0.25,6,exc
20190506_sample_6,8,165.83,0,0.122401885,144.07,166.81475,0.055639579,990.5003608,202.57,,,,,,,,,,,,,,,,,,,,,,,,,18.3805956,20,21.1795,201.31,0.863313913,,0.03435967,134.8310947,6,220.9562015,149.5638684,0.261938776,17.98251193,30.83403652,149.3825,162.5715,30,2637.884209,206.63,14.15,65.47,,0.873648103,14.72784922,10,0.3,0.7,0,6,exc
20180529_sample_3,5,364.43,1.386294361,0.286398192,339.99075,145.4025,0.207184891,1075.88469,167.98,,,,,,,,,,,,,,,,,,,,,,,,,106.2500242,10,51.291,365.45,0.605520114,,0.06939508,265.8261396,4,445.454067,241.4204429,0.352608696,12.86751779,14.25960349,335.7375,211.1725,14,2164.156435,288.19,23.97,140.77,,0.212350217,9.585792052,5,0.2,0.6,0.2,3-Feb,exc
20180817_sample_6,7,538.93,0.693147181,0.154010969,507.2725,108.7875,0.261695107,1120.271683,120.21,,,,,,,,,,,,,,,,,,,,,,,,,84.42347641,29,5.609655172,576.18,1.044210449,,0.019938373,472.2950166,6,556.872721,464.587798,0.391041667,21.38554498,3.541080979,473.026,217.95425,44,4772.724236,317.88,24.5,349.72,,0.383072784,10.18131797,15,0.266666667,0.4,0.333333333,5,exc
20190219_sample_8,12,491.96,0.693147181,0.199545092,448.4945,144.3115,0.150981486,1862.159344,189.61,,,,,,,,,,,,,,,,,,,,,,,,,104.0706633,15,107.5946667,502.1,0.768079713,,0.059543582,508.6886581,12,685.5705421,309.5947968,0.759264706,13.40716996,16.15471695,448.7095,163.755,20,2472.599046,198.91,39.47,481.82,,0.866611936,9.353251918,5,0.4,0.6,0,6,exc
20190501_sample_12,20,636.38,1.386294361,0.218913955,609.9215,236.956,0.173813173,3447.915972,271.15,,,,,,,,,,,,,,,,,,,,,,,,,151.6800901,25,132.832,847.37,0.584356852,,0.057223301,627.2936929,15,814.9476296,206.0259466,0.430181818,12.56666805,34.27355865,719.044,219.354,31,4889.785577,336.67,25.59,397.69,,0.745783467,9.476738215,5,0.2,0.4,0.4,6,exc
20171219_sample_6,26,618.34,1.791759469,0.175430027,579.504,237.79375,0.18616726,3957.110854,254.61,,,,,,,,,,,,,,,,,,,,,,,,,134.2592631,50,67.3232,683.37,0.816080633,,0.025886313,575.7947658,18,810.3407047,226.2961416,0.300857143,22.15478992,20.7696486,597.14175,233.673,56,7204.652176,308.65,5.35,463.17,,0.394837786,12.15920533,7,0.285714286,0.428571429,0.285714286,5,exc
20190226_sample_3,4,115.39,0,0.193515248,105.526,157.6495,0.047735279,852.9250408,179.65,,,,,,,,,,,,,,,,,,,,,,,,,17.30521795,16,-4.130625,253.43,0.768718117,,0.060394599,214.3026603,5,309.04506,236.7381247,0.333255814,22.96039508,30.42157203,177.204,209.3525,28,3359.501157,244.94,53.76,35.77,,0.874942699,24.00021786,13,0.384615385,0.461538462,0.153846154,6,exc
20190801_sample_1,7,416.66,1.098612289,0.264584817,388.36,135.43,0.261950207,1267.832047,182.19,,,,,,,,,,,,,,,,,,,,,,,,,103.3743082,17,43.31941176,453,1.177810784,,0.020958679,404.3685622,6,524.6868151,213.5286091,0.624418605,16.83914073,18.23936423,401.706,149.8765,27,3034.885781,193.5,25.2,279.44,,0.372401003,12.09693197,9,0.111111111,0.555555556,0.333333333,5,exc
20190606_sample_6,29,363.36,2.564949357,0.205686631,325.95125,246.7,0.159898172,3593.715877,287.99,,,,,,,,,,,,,,,,,,,,,,,,,83.58534237,45,65.39266667,425.42,0.608935292,,0.051847964,302.0430363,11,450.7325238,169.0215636,0.206195652,21.04697915,9.992681848,358.2235,243.6775,48,5439.255971,333.37,16.05,154.9,,0.195821604,10.439923,4,0.25,0.5,0.25,3-Feb,exc
20180309_sample_4,14,433.09,1.609437912,0.253460978,417.13275,195.376,0.25000074,1724.549775,315.32,,,,,,,,,,,,,,,,,,,,,,,,,123.1343433,25,72.586,509.33,0.785891197,,0.029320607,425.6911654,11,528.897697,221.0727639,0.438636364,13.12971147,14.31763148,470.1145,197.0195,31,3187.337485,315.32,32.16,328.45,,0.306371565,9.849815336,6,0.166666667,0.333333333,0.5,5,exc
20180410_sample_5,18,220.05,1.609437912,0.181041354,207.57175,361.632,0.178503693,2414.349513,416.91,,,,,,,,,,,,,,,,,,,,,,,,,63.73567876,29,49.16655172,305.04,0.780315099,,0.033281272,325.3223621,11,439.9161106,152.904634,0.64484127,10.80876905,12.29386322,253.397,317.04825,35,3934.735486,416.91,101.95,122.88,,0.156665842,16.39266542,7,0.285714286,0.428571429,0.285714286,3-Feb,exc
20180501_sample_5,12,363.22,1.945910149,0.3141981,322.2825,185.24,0.228945889,1627.615241,257.54,,,,,,,,,,,,,,,,,,,,,,,,,110.925979,20,72.051,427.54,0.971512965,,0.038345168,321.1317482,8,398.6723825,150.2202212,0.669090909,10.90007952,36.65891842,364.09075,194.47575,25,2746.669076,280.42,39.88,207.78,,0.220182705,9.018849778,5,0.2,0.4,0.4,3-Feb,exc
20180105_sample_4,27,723.9,0.693147181,0.128285511,680.698,209.592,0.145876448,3703.031763,282.14,,,,,,,,,,,,,,,,,,,,,,,,,122.325188,52,53.06634615,932.99,0.710096079,,0,727.1670654,16,952.7174215,407.6046071,0.158333333,22.53462179,5.396360199,775.16,223.46,60,7490.276739,324.6,20.64,509.99,,0.517359222,9.881395407,8,0.125,0.875,0,5,exc
20190410_sample_3,23,330.14,2.079441542,0.218078966,271.05675,157.73625,0.169957154,2519.828458,195.06,,,,,,,,,,,,,,,,,,,,,,,,,77.67025627,47,42.9787234,382.97,2.202889266,,0.03493323,306.5749802,16,459.2385394,190.1998681,0.27815,22.17844838,2.884558262,332.00125,174.5175,54,5484.374135,277.65,62.45,182.63,,0.686598297,12.65793422,8,0.375,0.375,0.25,5,exc
20191101_sample_4,3,107.27,0,0.149711481,92.2445,111.459,0.096761372,452.0061743,116.66,,,,,,,,,,,,,,,,,,,,,,,,,15.21734315,13,5.345384615,165.18,0.712883748,,0.060580247,130.7776938,3,217.864569,165.6304633,0.639242424,11.7587229,13.38910124,128.003,171.60375,21,2418.214514,230.95,2.37,42.1,,0.952171022,9.944455212,9,0.222222222,0.555555556,0.222222222,6,exc
20180508_sample_3,23,165.21,1.791759469,0.193927424,153.12925,297.82075,0.145493753,2581.163556,347.3,,,,,,,,,,,,,,,,,,,,,,,,,44.12568319,42,22.32142857,294.37,0.937881047,,0,250.5634439,11,340.359009,177.8746825,0.499202128,13.65292705,13.83993353,228.412,259.6565,53,4698.710008,347.48,74.92,25.25,,0.13848938,10.89761433,8,0.25,0.5,0.25,3-Feb,exc
20180105_sample_6,23,729.01,1.386294361,0.188740724,573.84175,233.688,0.160401723,3321.16482,282.58,,,,,,,,,,,,,,,,,,,,,,,,,116.5541762,50,55.5486,742.98,0.890467675,,0.007289623,608.0957962,16,787.8110086,270.2630515,0.295188679,22.89981373,16.39187542,494.33775,222.137,57,7620.269919,325.63,31.41,441.02,,0.500255496,14.99540696,7,0.142857143,0.571428571,0.285714286,5,exc
20190328_sample_2,13,268.44,1.386294361,0.20151052,200.673,144.13,0.129221427,1548.999875,179.48,,,,,,,,,,,,,,,,,,,,,,,,,54.06930822,18,52.65166667,342.4,0.860755089,,0.02359745,288.3757814,13,415.7312731,145.8787073,0.858636364,12.82953022,9.188333955,278.06625,158.625,27,2713.516011,196.06,4.06,174.14,,0.738908911,10.05011347,8,0.25,0.5,0.25,6,exc
20190719_sample_10,5,127.55,0,0.052354838,122.00325,114.01675,0.016307338,777.7270226,124.64,,,,,,,,,,,,,,,,,,,,,,,,,20.66476554,14,8.822857143,266.9,1.251780561,,0.006581668,215.89106,5,357.3243069,255.7487933,0.40765625,17.79842093,53.64618042,222.0165,267.41875,19,2733.627936,316.63,37.77,-11.8,,0.437328465,8.463625007,6,0.166666667,0.666666667,0.166666667,5,exc
20190322_sample_4,27,613.71,2.079441542,0.220581918,537.82,175.53,0.21908626,3349.698367,247.41,,,,,,,,,,,,,,,,,,,,,,,,,169.206494,38,117.6207895,681.04,3.003323861,,0.016666771,586.0109816,19,807.3722225,250.0783585,0.205903614,21.64621743,22.89298235,600.014,175.08175,46,4647.25103,256.15,44.33,456.46,,0.790320785,15.61579763,8,0.125,0.625,0.25,6,exc
20191010_sample_3,4,358.57,0,0.069761518,301.48075,152.85625,0.024623526,914.6038519,172.69,,,,,,,,,,,,,,,,,,,,,,,,,21.81034515,9,18.63333333,422.43,0.899080654,,0.054542501,364.7722244,5,530.6109282,456.5851702,0.7444,8.629859606,39.67974508,406.08,185.95,17,2186.728987,241.15,32.07,286.65,,0.324785075,12.26065287,9,0.222222222,0.666666667,0.111111111,5,exc
20180829_sample_8,18,295.01,1.791759469,0.238807368,219.5855,168.3725,0.175680393,1742.684883,206.02,,,,,,,,,,,,,,,,,,,,,,,,,55.80262906,48,27.250625,358.41,0.83626222,,0.047390165,254.7829294,12,317.339722,217.118967,0.356421569,16.56132961,22.84426644,285.471,189.98075,55,4960.340887,240.73,35.83,132.49,,0.103904214,10.89541445,8,0.125,0.625,0.25,3-Feb,exc
20180501_sample_4,11,206.04,1.945910149,0.159115107,197.25975,281.956,0.125986788,1552.884885,322.16,,,,,,,,,,,,,,,,,,,,,,,,,76.16612801,16,73.890625,292.73,1.031528965,,0.036854882,287.5914613,9,544.869177,180.979049,0.684861111,11.39369817,29.0846871,258.306,255.836,21,2444.841161,322.16,88.86,119.35,,0.164218702,8.271247663,6,0.166666667,0.833333333,0,3-Feb,exc
20180102_sample_4,30,675.86,0.693147181,0.159793341,613.28625,213.90175,0.109549078,4539.64421,299.33,,,,,,,,,,,,,,,,,,,,,,,,,97.01600859,46,78.69934783,730.75,0.86171406,,0.007954924,650.9869423,20,819.951504,484.2555293,0.284427083,23.96821651,24.74162139,606.029,218.5565,51,6857.532417,306.92,43.02,556.07,,0.483361822,9.072989272,6,0.166666667,0.833333333,0,5,exc
20180108_sample_4,29,740.04,2.197224577,0.206145106,713.61825,284.469,0.176461962,4410.573754,350.81,,,,,,,,,,,,,,,,,,,,,,,,,193.4842679,42,148.5361905,847.46,0.872824064,,0.022984128,749.8258679,19,1099.612071,300.3833856,0.12741573,21.15534719,4.444174767,670.363,318.889,48,6526.437643,462.02,170.16,638.64,,0.506395638,9.618241212,7,0.142857143,0.285714286,0.571428571,5,exc
20180103_sample_7,15,515.36,1.609437912,0.242620874,500.96,207.602,0.211760768,2792.130165,323.29,,,,,,,,,,,,,,,,,,,,,,,,,123.3937119,40,44.23625,660.15,1.018422906,,0.063391131,521.4570224,11,668.1242631,271.5186657,0.119302326,22.4303798,14.40374543,579.5405,251.9335,47,6222.935321,359.86,59.88,363.97,,0.374640827,12.49945342,7,0.142857143,0.571428571,0.285714286,5,exc
20180118_sample_2,20,647.37,1.791759469,0.260931662,572.9735,241.327,0.229125008,3641.746055,302.77,,,,,,,,,,,,,,,,,,,,,,,,,187.3868686,35,102.276,860.28,0.959742009,,0.006666208,593.2343271,13,805.627049,253.6400928,0.170192308,22.86800255,10.07290962,762.5905,334.863,44,7583.527828,496.42,153.32,292.32,,0.398611324,8.184004604,9,0.222222222,0.555555556,0.222222222,5,exc
20190912_sample_6,14,560.66,1.098612289,0.184472624,378.308,230.24275,0.13460983,2330.733305,273.75,,,,,,,,,,,,,,,,,,,,,,,,,99.84830467,19,84.34105263,644.6,0.573054246,,0.035999896,550.8811081,13,706.4377644,290.386999,0.489268293,8.651978296,19.18880186,569.57175,209.81175,23,3382.904034,273.75,18.61,402.84,,0.48974481,9.82909235,5,0.2,0.6,0.2,5,exc
20190718_sample_3,10,446.37,1.098612289,0.112210341,426.768,445.163,0.213327011,2817.48228,487.59,,,,,,,,,,,,,,,,,,,,,,,,,93.7074454,11,-59.47181818,451.64,0.585048122,,0.124104257,379.190603,8,563.2773164,384.9652936,0.474782609,12.03547679,6.865666132,401.19,412.5595,13,2927.333694,487.59,143.33,-178.62,,0.927949662,9.765160012,2,0.5,0.5,0,6,exc
20190130_sample_8,21,486.16,2.302585093,0.332823746,467.04975,66.1845,0.250746963,1674.106959,101.22,,,,,,,,,,,,,,,,,,,,,,,,,165.897422,23,201.6713043,561.44,0.768181955,,0.059715702,505.791074,19,683.0276601,160.726718,0.181886792,23.11486985,24.44626402,518.96,62.845,31,2328.357477,101.22,24.34,414.64,,0.763774412,18.40116289,9,0.444444444,0.111111111,0.444444444,6,exc
20180225_sample_1,28,289.17,2.397895273,0.130696072,268.04925,223.76675,0.109683969,3539.104459,287.26,,,,,,,,,,,,,,,,,,,,,,,,,67.47779245,49,39.85285714,342.27,1.604822987,,0.041700155,293.8952812,11,490.5272839,184.7234481,0.254807692,20.80966929,19.05246378,277.233,205.24175,56,6091.841281,295.29,83.73,126.25,,0.150370656,8.467974723,8,0.375,0.375,0.25,3-Feb,exc
20190430_sample_9,15,253.79,2.397895273,0.325868635,237.198,226.464,0.155448344,2000.524008,236.76,,,,,,,,,,,,,,,,,,,,,,,,,94.56328667,26,71.29615385,362.69,0.768928507,,0.029346113,286.7065186,10,381.036079,176.1933379,0.646403509,8.913193495,24.82583388,323.1,199.725,32,3454.199425,276.01,12.07,144.89,,0.16106458,10.51177216,6,0.166666667,0.666666667,0.166666667,3-Feb,exc
20180424_sample_3,17,234.56,1.791759469,0.210899876,203.321,301.634,0.117210034,2435.031187,332.36,,,,,,,,,,,,,,,,,,,,,,,,,61.34741818,32,45.14125,354.96,1.089923856,,0.014063238,280.4876136,8,405.5208778,187.240517,0.749236111,7.076489282,0.215947096,290.889,227.926,41,5109.450117,332.53,82.77,115,,0.154582565,14.8929684,9,0.111111111,0.444444444,0.444444444,3-Feb,exc
20190823_sample_1,1,330.89,0,0.082379183,311.20325,52.48925,0,513.7588781,55.82,,,,,,,,,,,,,,,,,,,,,,,,,28.22509251,6,-18.12166667,442.79,0.428346345,,0.059494365,340.6844408,4,408.8996533,361.5632773,0.463333333,10.20573067,37.12005417,385.98,227.805,10,1364.005237,267.24,36.56,218.99,,0.288410132,14.02777274,5,0.2,0.6,0.2,3-Feb,exc
20190912_sample_8,13,649.29,1.386294361,0.243000051,621.237,225.5775,0.190950539,2516.059345,291.39,,,,,,,,,,,,,,,,,,,,,,,,,187.9326882,18,146.0616667,755.07,1.089455784,,0.013815914,674.8415842,10,890.3688617,220.9781757,0.43825,11.16716584,26.87893675,691.116,204.966,23,3419.793412,291.39,43.89,544.05,,0.662166634,8.959566353,6,0.166666667,0.5,0.333333333,5,exc
20180102_sample_1,30,764.44,2.079441542,0.219762071,725.6685,239.7145,0.225462243,4637.647981,293.46,,,,,,,,,,,,,,,,,,,,,,,,,218.0004785,51,118.4786275,904.29,1.3444908,,0,740.4781202,20,1016.559084,447.905717,0.258285714,21.95805198,12.04022503,809.81875,228.3975,55,7684.894624,379.17,28.23,552.11,,0.477281405,12.71008287,5,0.2,0.6,0.2,5,exc
20190222_sample_4,7,336.88,1.098612289,0.237510488,307.868,157.318,0.1292836,1448.589396,169.37,,,,,,,,,,,,,,,,,,,,,,,,,70.45693016,11,79.07090909,394.07,0.761494756,,0.029187043,372.3489475,7,544.7728811,226.6432582,0.498148148,10.09879996,21.08102971,304.643,165.5705,17,2435.7672,220.03,8.47,267.23,,0.836006466,8.468384017,6,0.333333333,0.5,0.166666667,6,exc
