cell id,"""apical"" branch points","""apical"" height","""apical"" log1p number of outer bifurcations","""apical"" mean bifurcation distance","""apical"" robust height","""apical"" robust width","""apical"" std bifurcation distance","""apical"" total length","""apical"" width",EMD axon dendrite,Log1p fraction of axon above dendrite,Log1p fraction of axon below dendrite,Log1p fraction of dendrite above axon,axon above soma,axon bifurcation standard deviation,axon branch points,axon first bifurcation moment,axon height,axon log min tortuosity,axon max Euclidean dist,axon max branch order,axon max path distance to soma,axon max segment length,axon mean neurite radius,axon min branch angle,axon robust height,axon robust width,axon tips,axon total length,axon width,axon x-bias,axon z-bias,dendrite above soma,dendrite bifurcation standard deviation,dendrite branch points,dendrite first bifurcation moment,dendrite height,dendrite log max tortuosity,dendrite log median tortuosity,dendrite log min tortuosity,dendrite max Euclidean dist,dendrite max branch order,dendrite max path distance to soma,dendrite max segment length,dendrite mean neurite radius,dendrite median path angle,dendrite min branch angle,dendrite robust height,dendrite robust width,dendrite tips,dendrite total length,dendrite width,dendrite x-bias,dendrite z-bias,mean initial segment radius,normalized depth,soma radius,stems,stems exiting down,stems exiting to the sides,stems exiting up,normalized layer,cell class
20180926_sample_3,,,,,,,,,,0.405236942,0.002749504,0,0,0.818592421,34.87820748,155,30.62980645,248.94,0.010053029,245.3846929,31,854.2615142,257.2888871,0.063901274,2.02699265,154.86,259.73275,159,13535.74705,441.75,22.23,89.46,0.547139142,28.60735931,11,-3.064545455,263.54,1.00309537,0.208426279,0.012153966,166.6152172,4,264.3486821,203.1293946,0.7794,,,227.604,123.735,15,1543.334216,157.06,2,-68.36,0.33,0.358796194,9.293717314,5,0.2,0.6,0.2,5,inh
20190613_sample_6,,,,,,,,,,0.744838563,0.089287045,0.014414208,0,0.395171789,64.54159892,101,-5.835841584,493.62,0,378.146717,19,600.4437966,330.5852329,0.040566502,15.91029968,342.608,431.268,102,10766.53091,568.99,164.29,18.86,0.299262899,61.60387085,5,-43.236,241.98,0.675452859,0.232261006,0.109272138,247.2337738,3,318.0863458,318.0863458,0.141153846,,,214.123,360.10925,9,1381.23682,404.78,33.42,-149.66,0.22,0.769178059,23.83027037,5,0.2,0.4,0.4,6,inh
20180717_sample_4,,,,,,,,,,0.751214218,0.143206658,0.06217959,0,0.463580247,49.0729495,103,2.986990291,525.29,0.047890347,290.5037459,17,634.9543234,286.7766969,0.063867925,7.716749311,289.05125,236.3045,109,10985.56076,363.15,3.43,-49.07,0.233031674,0,1,0,67.67,0.274917266,0.244401494,0.15343775,68.15941681,1,80.29019839,80.29019839,0.70875,,,63.85925,103.5015,4,263.8152707,110.96,24.08,-16.31,0.255,0.183005295,9.530927618,4,0.25,0.5,0.25,3-Feb,inh
20190416_sample_8,,,,,,,,,,1.049274453,0.407771146,0.094368514,0,0.653120103,73.11492008,129,39.74294574,487.09,0.012660354,389.8675573,15,845.7010981,334.408895,0.046145038,5.973552559,368.285,477.175,133,15233.3507,760.27,9.35,35.25,0.385080645,1.043934864,3,-0.11,63.58,0.281923124,0.168904901,0.058969652,110.2271115,2,134.9773472,92.04930665,0.550833333,,,60.225,125.06375,4,273.8887952,129.4,43.1,-21.48,0.295,0.832522637,11.97210127,2,0,1,0,6,inh
20190904_sample_5,,,,,,,,,,0.208794452,0,0.003019782,0.003012891,0.114547104,47.44565876,64,-56.98203125,296.04,0.025013876,253.0320946,14,471.2016701,158.9981119,0.060961538,22.51646678,205.457,252.32875,66,4457.799386,300.61,60.59,-143.5,0.431157801,56.93878109,38,-2.023947368,285.1,1.685225182,0.278988808,0.045286631,181.5726904,10,310.765231,133.8914312,0.250897436,,,238.708,182.369,41,3803.683035,234.91,56.85,-0.66,0.255,0.631928076,21.20065135,4,0.25,0.25,0.5,5,inh
20190703_sample_8,,,,,,,,,,0.455888825,0.081669616,0,0,0.464264589,68.00365234,274,-1.261094891,414.26,0,467.9094197,29,1158.800921,299.5689266,0.049259928,10.68959207,314.79625,542.88725,280,26311.34526,816.98,40.4,-39.44,0.535046729,20.24415246,17,2.888235294,253.5,0.595241155,0.288012433,0.047203282,230.578031,4,334.2261872,241.7185225,0.478076923,,,186.7485,309.0795,23,2822.805539,397.81,14.33,-74.32,0.55,0.910236827,12.63573821,6,0.333333333,0.333333333,0.333333333,6,inh
20190613_sample_7,,,,,,,,,,1.052936161,0.61001294,0.011137274,0,0.907264836,89.68748073,288,85.50677083,559.48,0,485.5856953,30,1257.475114,388.9281238,0.04077187,2.486829435,402.57,329.985,295,23605.96569,591.83,46.93,270.92,0.193825043,9.61,2,-9.61,45.2,0.574952226,0.329571741,0.146864785,59.9438946,2,73.85352038,73.85352038,0.48,,,41.8495,73.866,5,233.3784994,77.69,39.91,-19.72,0.145,0.313381018,9.785149646,4,0,0.5,0.5,5,inh
20190715_sample_7,,,,,,,,,,0.283308869,0,0.007885734,0.157714576,0.403108658,74.50741223,66,-30.02727273,374.92,0.057213501,310.6604194,27,705.2617094,295.2687218,0.045977444,13.81329436,296.4145,168.613,67,5996.676184,269.22,24.28,-188.9,0.423380467,70.72821575,25,-16.5508,370.12,0.746441432,0.255735083,0.031750835,244.6914747,6,374.1086421,260.843605,0.522745098,,,331.733,205.556,27,3041.232635,286.49,76.13,2.3,0.515,0.307303723,7.506209646,3,0.333333333,0,0.666666667,5,inh
20190423_sample_10,,,,,,,,,,0.245355785,0.391835148,0,0,0.903237336,106.199576,138,159.646087,634.08,0.02293267,477.7156649,17,710.2980817,262.2502924,0.065785714,2.548994123,422.429,345.862,142,15444.9624,496.72,88.34,282.08,0.328973003,93.60919663,37,-16.31243243,415.15,1.157643754,0.180002788,0.0409171,369.7696273,10,589.5810345,272.8667245,0.272368421,,,376.97375,386.54925,40,4917.416521,503.2,119.46,-78.27,0.33,0.826421306,17.85383273,4,0,0.75,0.25,6,inh
20180327_sample_1,,,,,,,,,,1.158880787,0.425250144,0.035099757,0,0.680450208,111.1363026,161,68.96,658.83,0,446.550976,22,784.8900766,281.728269,0.058046154,7.841021613,480.295,232.3375,164,14569.67532,357.36,53.92,155.83,0.329076621,1.07,2,-1.07,85.45,0.942117438,0.488676725,0.21363593,187.8528019,2,237.5321345,237.5321345,0.495833333,,,80.855,176.10325,5,515.3811264,193.34,156.58,-38.77,0.22,0.423831264,7.696956895,4,0.25,0.75,0,5,inh
20190610_sample_1,,,,,,,,,,0.511327366,0,0,0,0.933018324,31.19856972,160,65.10775,266.6,0,254.8766249,20,601.8700787,365.679344,0.041814024,7.633028649,167.1905,316.31125,168,13753.94527,475.93,45.51,32.78,0.704573137,16.2052714,20,1.713,223.68,0.611397481,0.270711765,0,148.2914461,5,210.6502072,182.4365032,0.260777778,,,177.975,135.71925,26,2682.466494,194.8,29.16,23.22,0.11,0.162831182,7.027288163,7,0.571428571,0.142857143,0.285714286,3-Feb,inh
20180828_sample_2,,,,,,,,,,0.171787318,0.443288601,0.027945817,0,0.778867838,60.62824213,297,23.93720539,638.02,0.011670424,458.226603,18,835.1038526,251.4048804,0.074400657,3.832763316,270.027,390.053,312,30920.65581,637.13,62.87,-252.04,0.155172414,19.31435685,6,-17.25833333,137.6,0.37851786,0.120320226,0.046836329,159.2796742,4,178.4392886,143.0953889,0.47875,,,114.6475,141.24875,7,559.6175561,155.49,94.83,-100.86,0.37,0.218010761,10.00923816,2,0,0.5,0.5,3-Feb,inh
20190708_sample_6,,,,,,,,,,0.614654258,0,0,0.044537854,0.461165668,65.43313489,24,-9.805416667,426.06,0.118271511,256.0829016,15,494.338042,259.1210413,0.043396226,18.53952972,340.716,115.87,29,3438.037438,161.35,14.61,-70.42,0.738325504,57.35248226,10,28.907,316.24,0.476286961,0.206192105,0.0923205,325.3589681,5,411.9403651,195.6944306,0.36825,,,271.4705,234.421,11,1629.773988,251.09,251.09,152.52,0.22,0.964046688,5.267042552,2,0.5,0,0.5,6,inh
20191107_sample_4,,,,,,,,,,0.343548342,0.152496767,0.009061718,0,0.782287185,94.45087493,197,64.16913706,679.84,0.015333795,427.7684222,26,987.2869792,289.5292052,0.048696742,2.247513271,441.7375,248.458,202,22461.9555,405.56,57.06,36.96,0.543147208,36.09781764,15,-0.768666667,328.88,1.017671132,0.247291776,0.016477654,188.8885282,4,296.5571553,218.8713797,0.610147059,,,260.099,182.926,20,2618.347478,209.06,49.92,1.44,0.48,0.29133892,12.47709296,6,0.333333333,0.333333333,0.333333333,5,inh
20180524_sample_9,,,,,,,,,,0.44865977,0,0,0,0.704097819,50.552887,56,34.49142857,318.06,0.008015541,196.8460782,11,447.4221632,277.8517466,0.060387931,8.546793469,225.73,276.4,60,5941.209871,325.61,29.01,-59.06,0.334046933,53.64224197,17,-22.26941176,452.33,0.826567249,0.201804345,0.082350556,320.987137,4,392.0642345,234.9161666,0.209418605,,,326.6975,338.635,27,4198.338779,419,35.7,-180.67,0.625,0.420361889,11.79315913,11,0.272727273,0.363636364,0.363636364,5,inh
20190128_sample_6,,,,,,,,,,0.262887247,0,0.103052803,0,0.227072094,32.7799154,30,-23.25,171.34,0.049739711,177.0112282,10,376.8724483,189.8444143,0.036935484,25.53916412,151.43,207.89,32,2839.499624,287.05,38.63,-77.3,0.750448296,16.71621655,11,16.71363636,118.5,0.693323114,0.253653955,0.049871068,147.1325831,5,181.9938587,166.6204006,0.605576923,,,100.536,198.51,16,1494.750218,250.74,22.56,15.44,0.075,0.048873015,8.673934326,6,0,0.833333333,0.166666667,1,inh
20190430_sample_3,,,,,,,,,,0.270557413,0,0.279508708,0.433178947,0,47.1080526,57,-142.4836842,327.65,0.037619642,333.9560914,13,516.0998156,150.3372435,0.039132231,4.76362295,228.146,199.927,64,5267.078525,288.82,31.2,-327.65,0.725154215,41.08113909,6,6.083333333,198.49,0.390924083,0.247804475,0.039192679,114.5112829,4,132.7503862,115.0852817,0.355,,,186.0865,76.4925,10,821.0904653,88.89,10.19,2.45,0.035,0.116217492,5.849840851,4,0.5,0,0.5,3-Feb,inh
20190509_sample_2,,,,,,,,,,0.478196184,0,0,0.385318758,0,27.35372518,16,-52.6325,127.86,0.074385228,131.9328852,9,216.343792,98.55015014,0.054852941,35.78909115,109.0295,71.19375,18,1112.099744,100.92,4.34,-127.86,0.519177662,25.66950677,18,6.046666667,230.31,0.767391396,0.213400036,0.076364451,192.8206983,5,239.0298687,187.4530022,0.150921053,,,206.11,225.644,21,1660.997004,245.03,34.17,-35.71,0.295,0.105941181,11.54956099,4,0.5,0.25,0.25,3-Feb,inh
20190612_sample_7,,,,,,,,,,0.822551591,0.094676701,0.000800036,0,0.688024307,52.1414718,341,34.48785924,317.73,0,369.1693683,75,1615.179639,219.9909397,0.035058565,7.084285159,224.409,334.97,342,22431.12565,508.06,194.14,63.31,0.248561565,0,1,0,103.35,0.435848463,0.348249627,0.081272555,108.451036,1,146.0942537,146.0942537,0.4675,,,98.747,152.94,4,389.9000371,159.97,16.83,9.37,0.035,0.220754545,12.53906574,4,0,1,0,3-Feb,inh
20190327_sample_7,,,,,,,,,,0.267324093,0,0.135809082,0.387032614,0.038384798,65.90302315,39,-86.72897436,360.48,0.05081998,320.9123591,20,876.1257215,338.5923527,0.0889375,9.41769769,258.88925,200.17425,41,4627.189647,385.13,49.17,-275.56,0.57621397,59.69727882,21,22.411,257.1,0.739418425,0.202456537,0,182.6229873,7,249.0509753,127.9836652,0.616904762,,,232.55,130.074,23,1875.781992,200.49,17.81,52.38,0.255,0.146475592,9.192450407,2,0.5,0,0.5,3-Feb,inh
20190703_sample_1,,,,,,,,,,0.390828971,0,0.016971397,0.022633305,0.337440631,72.84519993,132,-33.04484848,397.3,0.005034041,400.1484357,18,684.3061018,283.0200433,0.050225564,8.373920471,270.07,383.839,134,14300.02219,513.44,229.92,-220.4,0.428330005,59.45151954,10,-27.622,332.1,0.493812629,0.207124,0.073893596,273.3217007,5,353.118555,248.110556,0.512777778,,,279.338,250.94525,18,2536.364407,299.53,34.75,-87.96,0.255,0.761142265,20.73353303,9,0.222222222,0.555555556,0.222222222,6,inh
20190508_sample_7,,,,,,,,,,0.19890659,0,0,0,0.259058751,61.65017991,187,-61.49101604,527.74,0,471.4597815,37,1215.756657,354.4918387,0.0366,10.22193054,371.8,419.86925,188,14978.4158,656.38,222.7,-88,0.515328286,41.95748345,34,1.33,444.04,1.630999067,0.272216432,0,315.7383634,8,410.342291,301.991331,0.196111111,,,332.17125,448.37625,39,4622.27085,532.29,87.57,-82.92,0.075,0.846174642,42.39014539,6,0.166666667,0.833333333,0,6,inh
20190130_sample_6,,,,,,,,,,0.359694882,0.006413486,0,0,0.791599169,45.03668035,150,37.38533333,431.37,0,312.7740323,20,628.9675644,263.3378009,0.042032787,4.160011324,204.776,408.814,155,12038.63614,608.32,13.28,76.25,0.485002941,37.27428992,47,-5.14212766,330.04,0.87568014,0.247647353,0,202.2610833,9,336.7161751,182.91641,0.151617647,,,203.13525,179.266,56,4317.241779,275.05,38.05,-18.94,0.255,0.449770209,8.771358698,8,0.375,0.25,0.375,5,inh
20190416_sample_7,,,,,,,,,,0.26121604,0.128688901,0,0,0.748580786,26.33683539,19,13.56473684,336.67,0.063177981,302.4585403,14,568.8131058,350.3881917,0.054102564,5.833574481,256.1235,221.78325,20,2699.851862,284.49,68.31,265.29,0.664842681,37.06335342,19,10.24736842,230.59,0.544289467,0.213631495,0.035774056,278.5481366,6,350.6375295,242.1323074,0.225952381,,,185.0185,414.179,24,2959.804233,478.25,61.99,40.13,0.255,0.917933336,22.21195918,6,0.333333333,0.5,0.166666667,6,inh
20190624_sample_2,,,,,,,,,,0.350233755,0.16015963,0,0,0.669707336,134.4823734,53,60.67150943,874.58,0,659.0071168,16,928.7636113,262.8900984,0.040972222,34.89169424,659.4925,211.50125,55,6265.672683,320.61,1.33,372.06,0.481734048,59.09976589,19,-12.61368421,562.89,0.677195845,0.2774071,0.040477131,360.0966556,5,451.0039725,415.8080676,0.2175,,,433.845,208.4375,26,3719.966811,251.04,2.9,-115.47,0.295,0.71037472,22.96034169,8,0.5,0.25,0.25,5,inh
20191107_sample_2,,,,,,,,,,0.376695902,0.100458933,0,0,0.775115263,61.71322237,48,54.658125,467.53,0.038323182,337.7828253,11,538.7116629,243.7903195,0.044029126,8.573750493,344.60925,238.9245,55,7445.618545,345.15,40.45,186.55,0.257120623,69.16650587,16,-39.833125,625.68,0.992438958,0.292798705,0.063529842,482.3516802,5,696.9531832,383.2894712,0.521447368,,,523.65625,201.825,23,3577.682611,258.75,73.73,-331.62,0.295,0.504207525,10.75963226,8,0.375,0.5,0.125,5,inh
20190128_sample_2,,,,,,,,,,0.319900534,0,0.009581756,0.132669881,0.384362106,34.94910832,123,-10.45357724,310.25,0.035768836,303.3373253,24,737.4246317,322.1409724,0.054109312,8.264485742,143.42625,386.6675,124,11718.26502,553.67,41.89,-176.89,0.693003229,19.63516338,15,8.751428571,213.33,1.072208488,0.257607159,0.036258351,181.1416954,5,226.2851143,210.1001634,0.409857143,,,174.3975,207.1425,22,2223.474441,323.15,37.71,30.65,0.255,0.097927697,8.732642633,8,0.375,0.375,0.25,3-Feb,inh
20190528_sample_7,,,,,,,,,,0.17766185,0,0.004661416,0,0.378204306,35.67128144,101,-6.864158416,264.45,0.000788939,516.9374408,22,1046.77719,642.6906317,0.035960591,5.251119865,172.52,565.2195,102,11259.07039,860.45,147.93,-117.71,0.467659263,23.34515896,25,5.1636,147.66,1.055911974,0.300724691,0,134.2342508,7,191.5855271,172.759315,0.211875,,,114.949,155.4745,32,2414.091632,232.79,26.65,-55.62,0.11,0.046362766,13.98495873,7,0.142857143,0.571428571,0.285714286,1,inh
20190703_sample_3,,,,,,,,,,0.309227262,0.016984572,0,0,0.67662037,75.92654553,66,35.16666667,447.04,0,334.9930393,14,711.7971663,250.4099885,0.040970149,10.27535078,350.298,237.903,68,7324.833049,322.59,35.19,218.8,0.445356371,42.44235463,34,-3.759117647,362.24,0.756418797,0.185387114,0.063117415,212.007693,8,267.4328007,232.5502061,0.359866667,,,262.721,232.469,42,4592.0481,390.05,24.65,55.02,0.33,0.84327683,29.28279454,9,0.444444444,0.333333333,0.222222222,6,inh
20190617_sample_4,,,,,,,,,,0.277377792,0.226001513,0,0,0.899327418,91.84689523,245,91.24489796,548.89,0.026577112,423.4666401,26,878.3798308,277.3646723,0.042193159,1.686898867,397.061,390.99875,252,20622.65856,649.88,138.86,228.51,0.702439992,42.16812313,21,20.53904762,271.25,0.821642739,0.205288839,0.048014809,223.3517251,6,277.0091704,220.0568153,0.622045455,,,206.53375,261.92,24,2047.573174,350.74,90.88,-66.79,0.33,0.275987477,9.437100762,4,0.25,0.5,0.25,3-Feb,inh
20190508_sample_3,,,,,,,,,,0.195735762,0,0,0,0.81018607,23.20152434,106,24.77122642,130.8,0.012969837,329.9572289,38,1173.727294,307.874413,0.042662037,5.763395535,90.13,364.21,110,9750.446587,567.66,88.02,18,0.420886076,15.90866181,24,0.397083333,116.93,0.804782578,0.283883575,0.00195193,96.71480445,7,189.1114619,133.2917405,0.4462,,,88.668,109.51,27,1619.538025,134.14,24.34,12.45,0.405,0.055668591,8.958680583,4,0.25,0.5,0.25,1,inh
20190904_sample_7,,,,,,,,,,0.213719702,0.05935531,0,0,0.539759544,108.2469715,56,26.16821429,753.38,0.038677584,549.5314817,14,825.9086625,234.9763872,0.043289474,16.80045014,552.2805,664.1775,58,7958.047361,912.38,180.12,58.96,0.926639726,60.22786466,7,63.70428571,282.93,0.618981374,0.367873795,0.133746329,265.8784275,4,362.6771776,249.8785287,0.515294118,,,252.5115,219.502,11,1699.466022,249.1,155.9,205.19,0.11,0.938307281,10.69512135,5,0.4,0.6,0,6,inh
20190221_sample_1,,,,,,,,,,0.311407222,0.150773749,0,0,0.593158747,85.73949852,194,15.42943299,565.42,0,445.8817796,17,1193.500128,483.7316678,0.038358779,13.42619114,439.27825,454.84975,199,20070.0082,695.94,95.46,237.32,0.328344137,63.82695727,30,-28.93833333,323.21,0.86411265,0.236526288,0.026088865,234.7820268,9,421.1161068,208.8786633,0.274596774,,,276.2625,165.1875,33,3049.920385,223.68,29.84,-76.07,0.185,0.429178949,12.1549713,4,0.5,0,0.5,5,inh
20190617_sample_5,,,,,,,,,,0.314375038,0,0.060238536,0,0.077163591,40.11289704,141,-54.52375887,344.08,0,399.5469717,28,876.311533,368.8763151,0.038828671,9.324806691,232.85,465.525,145,16834.35461,760.53,31.79,-210.86,0.46742927,23.26257761,27,-0.062962963,172.42,0.847774081,0.288798937,0.047272609,204.5554108,6,249.1028721,179.8459906,0.186206897,,,137.818,210.76,32,3321.575574,288.97,86.41,-11.58,0.22,0.044751526,30.46846211,6,0.166666667,0.666666667,0.166666667,1,inh
20190618_sample_8,,,,,,,,,,0.477294228,0,0.007514936,0,0.420633372,61.11518655,98,-17.94857143,307.69,0,279.4801356,16,707.2309584,315.9758867,0.039671717,7.226595914,225.4865,322.5825,100,8931.357187,476.26,81.84,-128.75,0.749458484,17.04903352,15,14.846,216.52,1.782674962,0.295445646,0.058025695,204.8318464,4,262.7446874,199.5093123,0.271029412,,,159.934,224.788,20,2929.128564,298.91,83.45,-55.26,0.145,0.070227728,34.75585431,6,0.333333333,0.5,0.166666667,3-Feb,inh
20180725_sample_9,,,,,,,,,,0.020733062,0,0,0,0.848499674,10.21177903,32,17.839375,105.62,0.035832324,129.6296648,14,298.4321713,195.7285446,0.07,9.85361853,75.7095,152.2885,35,2678.122111,217.47,25.33,-2.98,0.823037323,6.130926597,8,10.62875,77.64,0.531041048,0.274838777,0.028843414,57.80333035,4,79.18478597,79.18478597,0.494,,,55.884,73.706,13,635.7533282,95.51,3.75,-14.8,0.185,0.031886455,7.587102639,6,0.333333333,0.5,0.166666667,1,inh
20190703_sample_12,,,,,,,,,,0.130785435,0,0,0,0.50650514,34.80230436,60,7.348983051,255.99,0.036697495,345.4386727,19,907.1843225,306.8479444,0.066942149,15.87935404,181.771,488.7685,62,8375.198969,619.44,26.3,10.31,0.39451339,10.2103361,7,-4.687142857,247.94,0.792477935,0.249201412,0.131904843,177.5159556,3,235.9151282,189.7757234,0.289722222,,,212.151,135.6985,12,1261.076976,183.29,29.91,14.92,0.33,0.942586179,8.986074015,6,0.166666667,0.666666667,0.166666667,6,inh
20180911_sample_6,,,,,,,,,,0.47733433,0.235402053,0,0,0.986661627,91.37958142,64,138.82,595.08,0.007673271,557.1546705,16,1104.232812,373.6506579,0.051221374,4.304981665,413.99125,231.88375,67,7500.825995,289.39,34.97,491.98,0.770313547,68.75309347,30,17.81333333,484.93,1.312103352,0.346140761,0.017552371,303.6768468,8,450.9097571,260.6754824,0.226269841,,,391.093,293.211,34,4902.389576,359.83,3.85,-80.43,0.255,0.525971258,9.093157643,5,0.4,0.4,0.2,5,inh
20190709_sample_2,,,,,,,,,,0.197122795,0,0.068138788,0,0.179280906,87.14093806,44,-83.07318182,489.89,0.074658031,391.5377935,14,563.9385302,182.4687184,0.043555556,17.48658709,373.3955,176.0615,46,5184.014114,242.79,51.01,-259.05,0.227316141,56.14092398,15,-32.19466667,357.08,0.827265919,0.225212748,0.015514718,211.928726,5,323.283423,246.5411889,0.417142857,,,304.81025,210.4005,21,2483.19304,257.46,1.76,-15.24,0.22,0.460272747,8.863968118,7,0.142857143,0.428571429,0.428571429,5,inh
20190507_sample_2,,,,,,,,,,0.246046117,0,0.249894902,0.235584717,0.060921664,112.3232217,75,-185.0864,665.92,0.025699766,556.8710999,18,855.0590126,299.0935325,0.043651316,13.52776325,456.055,105.952,77,5928.629464,222.47,30.99,-443.8,0.431504167,100.1787905,53,-8.470754717,413.33,0.72176706,0.245532113,0.033988837,215.1757556,13,305.8228585,192.2742609,0.110518868,,,370.198,135.155,54,4309.43469,202.76,30.42,3.13,0.255,0.196140747,10.01201605,2,0.5,0,0.5,3-Feb,inh
20190227_sample_6,,,,,,,,,,0.333602462,0.276387062,0,0,0.858203901,98.12955281,253,109.0731225,754.89,0,500.5484905,19,917.7206854,299.4500057,0.037475442,2.18716676,425.0405,429.364,256,29733.67322,621.04,51.74,228.31,0.362960974,70.51525191,19,-24.71473684,486.15,0.60910835,0.171757027,0.065004985,375.7820099,7,445.0516846,330.3024543,0.190697674,,,414.267,308.327,25,3890.014891,386.68,61.22,-194.75,0.145,0.524846838,12.94340446,7,0.285714286,0.571428571,0.142857143,5,inh
20190828_sample_7,,,,,,,,,,0.61942862,0,0.061536293,0.350446,0.063882572,59.88066987,114,-104.6841228,466.23,0.004787167,365.7052555,16,539.8070911,152.8672179,0.038275109,21.13197181,281.697,126.8995,115,6319.197921,196.55,2.47,-252.53,0.605899548,142.3674567,25,66.204,483.14,1.285487681,0.258726149,0.100577898,316.8284717,6,414.4053394,243.602732,0.115196078,,,434.43125,79.2775,27,2860.704683,96.02,43.18,121.48,0.145,0.222198483,8.333591747,3,0.333333333,0,0.666666667,3-Feb,inh
20190613_sample_3,,,,,,,,,,0.641315036,0.398116338,0.005258928,0,0.922100633,151.8831829,126,184.986746,776.26,0.012900415,609.5174483,34,1088.352103,408.7970012,0.052684825,6.032077255,545.7795,395.1265,131,14892.73348,629.5,34.92,254.4,0.380394113,37.86958408,15,-19.51466667,246.1,0.864292885,0.19258977,0.033990675,168.9313165,6,225.3426732,153.6473312,0.642205882,,,218.1445,166.7355,20,1872.38266,211.98,38.28,-79.9,0.33,0.413020571,10.79028006,6,0.5,0.333333333,0.166666667,5,inh
20190214_sample_1,,,,,,,,,,0.298937188,0,0.261305823,0,0.203386659,67.87398148,149,-45.93838926,386.63,0.051936552,289.5746748,20,708.5026215,159.2335659,0.098807947,9.021796146,285.9645,323.55725,153,10531.97308,390.71,76.89,-164.31,0.520784314,24.60329156,3,-8.026666667,184.93,0.240277778,0.147702741,0.080201877,115.582426,2,133.7713036,133.7713036,0.405,,,171.275,103.145,6,564.8106563,112.56,15.64,3.85,0.185,0.580413677,8.839592954,4,0.5,0,0.5,5,inh
20181121_sample_6,,,,,,,,,,0.73913402,0.349554042,0.009747283,0,0.731669465,164.7103291,114,144.9745614,1049.74,0.045013859,605.9775694,23,1325.157366,659.223568,0.051144068,2.439043871,679.34375,388.38875,122,19133.79979,581.89,57.75,66.86,0.559862926,36.34329527,9,6.786666667,422.88,0.888959009,0.211409005,0.069232485,244.1585573,3,304.6282626,304.6282626,0.765555556,,,320.8885,206.21175,19,3146.39638,240.37,85.59,-56.9,0.44,0.502614348,9.988919285,11,0.272727273,0.363636364,0.363636364,5,inh
20190218_sample_4,,,,,,,,,,0.461982542,0.194617242,0,0,0.857156932,88.41535834,188,113.8182447,389.92,0.008769578,428.8378734,19,912.785018,256.04081,0.059503916,6.100110851,303.43,424.17925,195,18222.2894,700.58,26.34,163.56,0.455764358,30.81501575,21,-13.19428571,261.99,0.79917509,0.208397781,0.060108183,211.9595157,6,246.9780202,194.1731401,0.669895833,,,183.786,257.779,28,3385.567343,338.89,28.69,12.31,0.44,0.177945456,11.75905335,7,0.142857143,0.714285714,0.142857143,3-Feb,inh
20190514_sample_8,,,,,,,,,,0.402548966,0.008654136,0.142808548,0,0.162262937,51.08888591,175,-62.37794286,342.78,0.031494424,402.8617522,33,1359.972231,235.2231385,0.037669492,13.12359368,242.80425,440.0085,179,15413.17573,613.8,131.08,-86.12,0.418952618,10.78,2,-10.78,123.52,0.249357326,0.195504097,0.085366788,94.79977321,2,117.2226057,88.23237664,0.376,,,119.674,72.796,4,276.0603942,80.68,23.88,-40.88,0.11,0.869885028,11.82780566,3,0.333333333,0.333333333,0.333333333,6,inh
20180918_sample_2,,,,,,,,,,0.412474421,0,0.186518058,0.16896852,0.302782931,140.5163402,74,-106.7722973,599.98,0.005358492,516.4392743,19,919.310195,174.4982662,0.044117647,3.214618357,513.56,252.14875,79,6947.850731,363.22,62.26,-432.3,0.677723876,73.91969215,40,33.55225,318.51,1.091087677,0.238981645,0.048159902,233.9491752,12,315.7446017,223.1381897,0.4615,,,269.452,138.321,41,3305.682068,213.81,56.11,66.25,0.11,0.153591682,9.818405203,2,0.5,0,0.5,3-Feb,inh
20190624_sample_4,,,,,,,,,,0.279213991,0,0,0,0.101230266,45.81546894,113,-48.8380531,394.53,0,461.2201881,20,954.8604877,204.2685948,0.045286344,3.598849194,249.541,546.814,114,9076.697891,868.02,49.52,-71.99,0.272345043,38.65838315,22,-24.62181818,270.66,0.557815693,0.164386203,0.068603514,252.5358868,6,319.0703209,207.9399589,0.186413043,,,210.01675,331.97375,25,2749.355341,424.79,47.09,-7.04,0.11,0.918980209,16.6591189,4,0.25,0.5,0.25,6,inh
20181011_sample_3,,,,,,,,,,0.226399226,0,0.016704895,0.000436357,0.822783499,60.35903061,160,65.2925,599.9,0,401.3264514,30,990.0926944,237.0139798,0.040216718,10.20122358,327.17825,327.39375,163,13747.90013,491.17,34.65,-192.78,0.659305168,26.56889952,21,10.54857143,428.93,0.790934969,0.205459227,0.000915616,273.5227022,5,329.4931364,248.8810098,0.551938776,,,313.74925,218.521,29,3926.371582,304.37,11.89,117.19,0.44,0.219979296,10.53149052,9,0.333333333,0.333333333,0.333333333,3-Feb,inh
20190516_sample_2,,,,,,,,,,0.266418493,0.036626183,0,0,0.574386429,62.07507148,92,8.050869565,421.77,0.002471244,498.2911684,23,1116.531226,331.3533483,0.038162162,13.31062127,315.869,587.8015,93,9824.322511,785.17,210.83,43.97,0.326836452,50.23901734,19,-24.88,321.25,0.599894537,0.181414837,0.033328954,269.4840123,8,327.0808325,319.434372,0.3175,,,253.311,344.225,24,3650.095601,414.77,4.83,-47.95,0.145,0.94565807,25.15763195,6,0,0.833333333,0.166666667,6,inh
